channel_id,video_id,channel_name,duration(sec),domain,link,,,
UChFYpBlY-nHelvEtoR42erw,emJDthZ9ioo,SB Cinema Hall,7846,movie,https://www.youtube.com/watch?v=emJDthZ9ioo,,,
UCBkBeEMx8lGmqhTpZgx_a2w,UD81qgmqSeU,Anupam Movies,9081,movie,https://www.youtube.com/watch?v=UD81qgmqSeU,,,
UChFYpBlY-nHelvEtoR42erw,KR9kQYtEfSk,SB Cinema Hall,7373,movie,https://www.youtube.com/watch?v=KR9kQYtEfSk,,,
UChFYpBlY-nHelvEtoR42erw,sT2010VoH0Q,SB Cinema Hall,9451,movie,https://www.youtube.com/watch?v=sT2010VoH0Q,,,
UCIjLRyywnG8olYXAEVYGYgQ,OggPI8YJZjw,CMV,3850,natok,https://www.youtube.com/watch?v=OggPI8YJZjw,,,
UCSOxPY5jnnmBC6BRFIDvztw,5jNiwwj8dZs,Peacock Fun,4551,natok,https://www.youtube.com/watch?v=5jNiwwj8dZs,,,
UCaMLrOdfkn2l9NJb09LGFgg,tz60w14JjRY,Jago Entertainment,2637,drama,https://www.youtube.com/watch?v=tz60w14JjRY,,,
UCqle5cwtPckB2N8sSQoynwg,VAbYSisI4EI,Global TV Online,3610,natok,https://www.youtube.com/watch?v=VAbYSisI4EI,,,
UCqle5cwtPckB2N8sSQoynwg,AGq_Fn0bWEY,Global TV Online,4018,drama,https://www.youtube.com/watch?v=AGq_Fn0bWEY,,,
UCeNFssPnBfjYw7q6BAQdsuw,Pyfp8OKgkBc,WHAT A SHOW!,4784,what a show,https://www.youtube.com/watch?v=Pyfp8OKgkBc,,,
UCeNFssPnBfjYw7q6BAQdsuw,EMgA3TJ7bBA,WHAT A SHOW!,4172,what a show,https://www.youtube.com/watch?v=EMgA3TJ7bBA,,,
UCeNFssPnBfjYw7q6BAQdsuw,r7_cEA_PS9g,WHAT A SHOW!,4489,what a show,https://www.youtube.com/watch?v=r7_cEA_PS9g,,,
UCeNFssPnBfjYw7q6BAQdsuw,-trtD5p4md0,WHAT A SHOW!,3183,what a show,https://www.youtube.com/watch?v=-trtD5p4md0,,,
UCeNFssPnBfjYw7q6BAQdsuw,8u-RF-GW99w,WHAT A SHOW!,3433,what a show,https://www.youtube.com/watch?v=8u-RF-GW99w,,,
UCeNFssPnBfjYw7q6BAQdsuw,gOmGswC91lg,WHAT A SHOW!,4311,what a show,https://www.youtube.com/watch?v=gOmGswC91lg,,,
UCeNFssPnBfjYw7q6BAQdsuw,P043Ulwb_6k,WHAT A SHOW!,3238,what a show,https://www.youtube.com/watch?v=P043Ulwb_6k,,,
UCeNFssPnBfjYw7q6BAQdsuw,glPPIE_2pYY,WHAT A SHOW!,4453,what a show,https://www.youtube.com/watch?v=glPPIE_2pYY,,,
UCVuFSxDxl8JwRnwnT100xMw,AjUbII4MoJk,Family Feud Bangladesh,2416,family feud,https://www.youtube.com/watch?v=AjUbII4MoJk,,,
UCwO2IsXSjviAoYnaYS2dAhQ,PFQP-GJrMpc,NTV Shows,3893,ha show,https://www.youtube.com/watch?v=PFQP-GJrMpc,,,
UCAz6rveBalVnE6qTmfQnvyQ,gFlutwr0DuE,Channel i Tv,3360,lux superstar,https://www.youtube.com/watch?v=gFlutwr0DuE,,,
UCjlqGztXLFoV8rV2SbOKLjQ,ZH6K-IGHgfQ,Rtv Entertainment,3009,podcast,https://www.youtube.com/watch?v=ZH6K-IGHgfQ&list=PLJGCn5V1c05xEQ-YK6RPWUnTuEWBeLMG9&index=https2,,,
UCjlqGztXLFoV8rV2SbOKLjQ,lkjmI0ag3o8,Rtv Entertainment,3143,podcast,https://www.youtube.com/watch?v=lkjmI0ag3o8&list=PLJGCn5V1c05xEQ-YK6RPWUnTuEWBeLMG9&index=4,,,
UCjlqGztXLFoV8rV2SbOKLjQ,1OsJHzUB8O4,Rtv Entertainment,2423,podcast,https://www.youtube.com/watch?v=1OsJHzUB8O4&list=PLJGCn5V1c05xEQ-YK6RPWUnTuEWBeLMG9&index=7,,,
UCjlqGztXLFoV8rV2SbOKLjQ,i3t8mVDnK0U,Rtv Entertainment,2628,podcast,https://www.youtube.com/watch?v=i3t8mVDnK0U&list=PLJGCn5V1c05xEQ-YK6RPWUnTuEWBeLMG9&index=14,,,
UCjlqGztXLFoV8rV2SbOKLjQ,oUSmjrBi3Dc,Rtv Entertainment,2545,podcast,https://www.youtube.com/watch?v=oUSmjrBi3Dc&list=PLJGCn5V1c05xEQ-YK6RPWUnTuEWBeLMG9&index=26,,,
UCjlqGztXLFoV8rV2SbOKLjQ,N-iITJeFtGQ,Rtv Entertainment,2702,podcast,https://www.youtube.com/watch?v=N-iITJeFtGQ&list=PLJGCn5V1c05xEQ-YK6RPWUnTuEWBeLMG9&index=33,,,
UCLrXLvAS4OLQWW_WUgwvOqg,Ot-f49RB5x0,10MS BCS & Govt. Jobs,9878,gk for govt,https://www.youtube.com/watch?v=Ot-f49RB5x0,,,
UCLrXLvAS4OLQWW_WUgwvOqg,FVbRh7I977Y,10MS BCS & Govt. Jobs,11536,gk for govt,https://www.youtube.com/watch?v=FVbRh7I977Y,,,
UCLrXLvAS4OLQWW_WUgwvOqg,tFOpRApo-sU,10MS BCS & Govt. Jobs,5247,gk for govt,https://www.youtube.com/watch?v=tFOpRApo-sU,,,
UCLrXLvAS4OLQWW_WUgwvOqg,tFOpRApo-sU,10MS BCS & Govt. Jobs,5247,gk for govt,https://www.youtube.com/watch?v=tFOpRApo-sU,,,
UCLrXLvAS4OLQWW_WUgwvOqg,tFOpRApo-sU,10MS BCS & Govt. Jobs,5247,gk for govt,https://www.youtube.com/watch?v=tFOpRApo-sU,,,
UCLrXLvAS4OLQWW_WUgwvOqg,tFOpRApo-sU,10MS BCS & Govt. Jobs,5247,gk for govt,https://www.youtube.com/watch?v=tFOpRApo-sU,,,
UCV0HVj0_493DTEwv2TF1pOQ,NAruHv8Wf3k,Biddabari,6274,bcs prep,https://www.youtube.com/watch?v=NAruHv8Wf3k,,,
UCLrXLvAS4OLQWW_WUgwvOqg,0eZJS7D0dzY,10MS BCS & Govt. Jobs,6943,bcs preli,https://www.youtube.com/watch?v=0eZJS7D0dzY,,,
UCJJYxWhu77PG_o7nbU_2tXQ,ONM_JyWVifI,Audio Book Bangla by Faheem,7207,audiobook,https://www.youtube.com/watch?v=ONM_JyWVifI,,,
UCFDgByYGHXZpHbJJ6p7gFlg,25-URSRs5r0,Golper Jonyo,9333,audiobook,https://www.youtube.com/watch?v=25-URSRs5r0,,,
UCJJYxWhu77PG_o7nbU_2tXQ,k81ok_geQeM,Audio Book Bangla by Faheem,8667,audiobook,https://www.youtube.com/watch?v=k81ok_geQeM,,,
UC7lUFHcujxyC76r2LkmSOZA,WeBhNYEAgaQ,Maasranga Program,3896,magic bauliana,https://www.youtube.com/watch?v=WeBhNYEAgaQ,,,
UCUvXoiDEKI8VZJrr58g4VAw,s_oQ--9d-Ks,DBC NEWS,2731,dbc news,https://www.youtube.com/watch?v=s_oQ--9d-Ks,,,
UCuGUVeyOWWGnJC6iO0esq-g,TeT_8JD7Jf4,Bangladeshi Beautiful News Presenters Tube,350,news presenter,https://www.youtube.com/watch?v=TeT_8JD7Jf4,,,
UCjIi0uZg4h5Ar8gvLDTrGwA,xHq0O0cFTgc,GTV News,1097,live talk,https://www.youtube.com/watch?v=xHq0O0cFTgc,,,
UCUvXoiDEKI8VZJrr58g4VAw,X2Yy86df3vw,DBC NEWS,2031,dbc news,https://www.youtube.com/watch?v=X2Yy86df3vw,,,
UCUvXoiDEKI8VZJrr58g4VAw,s_oQ--9d-Ks,DBC NEWS,2731,dbc news,https://www.youtube.com/watch?v=s_oQ--9d-Ks,,,
UCUvXoiDEKI8VZJrr58g4VAw,Gu6BP5pihDc,DBC NEWS,2085,news presenter,https://www.youtube.com/watch?v=Gu6BP5pihDc,,,
UCUvXoiDEKI8VZJrr58g4VAw,Gu6BP5pihDc,DBC NEWS,2085,news 24,https://www.youtube.com/watch?v=Gu6BP5pihDc,,,
UCAz6rveBalVnE6qTmfQnvyQ,8bGI9dZ1mzs,Channel i Tv,3012,banglabid,https://www.youtube.com/watch?v=8bGI9dZ1mzs&list=PLpkqfP6xSum7KsNoERBRgWpzL5JxipeFu,,,
UCAz6rveBalVnE6qTmfQnvyQ,Rmqu-kEZ288,Channel i Tv,3343,banglabid,https://www.youtube.com/watch?v=Rmqu-kEZ288&list=PLpkqfP6xSum7KsNoERBRgWpzL5JxipeFu&index=4,,,
UCCqIQrVd8vknHzLoYzg8OcQ,JasHGMSjsOQ,T Sports Bangladesh,2346,commentary,https://www.youtube.com/watch?v=JasHGMSjsOQ,,,
UCjddF3EFoYVAooFNN-2kKPw,ewmHaKrFNrM,T Sports Football,7866,commentary,https://youtu.be/ewmHaKrFNrM?si=4nmWkNl0qeGaPRMT,,,
UCCqIQrVd8vknHzLoYzg8OcQ,4Hj9NV09TVc,T Sports Bangladesh,2422,commentary,https://youtu.be/4Hj9NV09TVc?si=RVOI3Y5Oei78kQ-9,,,
UCCqIQrVd8vknHzLoYzg8OcQ,l_n0PUdOXg0,T Sports Bangladesh,2389,commentary,https://youtu.be/l_n0PUdOXg0?si=oXk9znsWFVfTY_Ad,,,
UC2t9imwIR7xlDfma3CmRKJQ,JoSJ9If0jhs,T Sports,7159,commentary,https://youtu.be/JoSJ9If0jhs?si=cTO1-YeH5ku3-yLX,,,
UC2t9imwIR7xlDfma3CmRKJQ,n7Jc-V45jo0,T Sports,6565,commentary,https://youtu.be/n7Jc-V45jo0?si=w7JE2kK_wXykpIGi,,,
UC2t9imwIR7xlDfma3CmRKJQ,qYZRhviWDc8,T Sports,8170,commentary,https://www.youtube.com/live/qYZRhviWDc8?si=7EqXvyCS5JBqharD,,,
UCps-52Z0IzaH1qifYYlrQ-Q,n21Q5XK-P5k,Sultan Multimedia,3031,natok,https://www.youtube.com/watch?v=n21Q5XK-P5k,,,
UCZ1_xoYoGJ38Ks0j1yVL6Zg,-lcMfhA0ArE,Flash Drama,2451,natok,https://www.youtube.com/watch?v=-lcMfhA0ArE,,,
UC2t9imwIR7xlDfma3CmRKJQ,wkq_vbDZIBg,T Sports,2556,commentary,https://www.youtube.com/live/wkq_vbDZIBg?si=PDowZ-infZ3Gp2Eu,,,
UCfnsho2vo88kCffrMI0pFEw,shb1tjPShJs,Bluebell Films,2971,natok,https://www.youtube.com/watch?v=shb1tjPShJs,,,
UC-Gc1p3IRxvK375DAKnoJ7A,_LmA42H0b0M,DBC NEWS Daily,2939,natok,https://www.youtube.com/watch?v=_LmA42H0b0M,,,
UCJJYxWhu77PG_o7nbU_2tXQ,BbrvxbscaGk,Audio Book Bangla by Faheem,4719,audiobook,https://www.youtube.com/watch?v=BbrvxbscaGk,,,
UCJJYxWhu77PG_o7nbU_2tXQ,_zPOiRYCj4A,Audio Book Bangla by Faheem,7198,audiobook,https://www.youtube.com/watch?v=_zPOiRYCj4A,,,
UCMIHRroo4UJ1uyyxShD9pMA,GALbyJ5keaU,SPORTS STORIES WITH SHOHAN,2906,commentary,https://www.youtube.com/live/GALbyJ5keaU?si=QhypiiFsvUZnGNbT,,,
UCIYgBLVzi8jaOw77-ZpUuzw,DTQ-thgsJZk,Horror Bangla । হরর বাংলা,2446,audiobook,https://www.youtube.com/watch?v=DTQ-thgsJZk,,,
UCMIHRroo4UJ1uyyxShD9pMA,F2xb7FjyK3M,SPORTS STORIES WITH SHOHAN,6133,commentary,https://www.youtube.com/live/F2xb7FjyK3M?si=8JA6c4lo5nCZJVYJ,,,
UCJJYxWhu77PG_o7nbU_2tXQ,HGR4RFJkAMk,Audio Book Bangla by Faheem,6609,audiobook,https://www.youtube.com/watch?v=HGR4RFJkAMk,,,
UCJJYxWhu77PG_o7nbU_2tXQ,SfKYsDNHHq8,Audio Book Bangla by Faheem,6736,audiobook,https://www.youtube.com/watch?v=SfKYsDNHHq8,,,
UCJJYxWhu77PG_o7nbU_2tXQ,uJnzYPgL8zY,Audio Book Bangla by Faheem,4123,audiobook,https://www.youtube.com/watch?v=uJnzYPgL8zY,,,
UCJJYxWhu77PG_o7nbU_2tXQ,DCKBYiKs62s,Audio Book Bangla by Faheem,6657,audiobook,https://www.youtube.com/watch?v=DCKBYiKs62s,,,
UCJJYxWhu77PG_o7nbU_2tXQ,zm5v9BRKWwg,Audio Book Bangla by Faheem,5054,audiobook,https://www.youtube.com/watch?v=zm5v9BRKWwg,,,
UCJJYxWhu77PG_o7nbU_2tXQ,xEMsl_vluYo,Audio Book Bangla by Faheem,9279,audiobook,https://www.youtube.com/watch?v=xEMsl_vluYo,,,
UCJJYxWhu77PG_o7nbU_2tXQ,yvzFOnbmiSc,Audio Book Bangla by Faheem,3777,audiobook,https://www.youtube.com/watch?v=yvzFOnbmiSc,,,
UCJJYxWhu77PG_o7nbU_2tXQ,9O-NeTv4XxE,Audio Book Bangla by Faheem,7348,audiobook,https://www.youtube.com/watch?v=9O-NeTv4XxE,,,
UC946f-5n5X3Ylg7R5PuaUxg,N9bOVW1FpSY,Binge,4168,web film,https://www.youtube.com/watch?v=N9bOVW1FpSY,,,
UCSToFKncaIvzZM8-iVLKMbw,ziNSER0j0lU,Peacock Entertainment,2774,natok,https://www.youtube.com/watch?v=ziNSER0j0lU,,,
UC3wfNI_ZipV1Nihswf540oA,fnT70Bu5Sc0,Capital Drama,4037,drama,https://www.youtube.com/watch?v=fnT70Bu5Sc0,,,
UC3wfNI_ZipV1Nihswf540oA,6m6u3eC7QJk,Capital Drama,3715,drama,https://www.youtube.com/watch?v=6m6u3eC7QJk,,,
UCF4j3PhvOrs8eKyyzWA_fuw,Re7zBF6gFRM,Zee Movies Bangla,6433,movie,https://www.youtube.com/watch?v=Re7zBF6gFRM,,,
UCzUpRdOwrILcg6c6dKxPr0g,7MNj5b0LwdU,CINEMAWALA,4478,drama,https://www.youtube.com/watch?v=7MNj5b0LwdU,,,
UCaE9aMdlRomFYL4LkGhC1FQ,t4-sS0q-qGk,NAF Entertainment,3720,natok,https://www.youtube.com/watch?v=t4-sS0q-qGk,,,
UCaE9aMdlRomFYL4LkGhC1FQ,PijU7UXcJU4,NAF Entertainment,4317,natok,https://www.youtube.com/watch?v=PijU7UXcJU4,,,
UCR9-c_ryeb4OM_I3c3zUFYw,dgZOtPHuyaQ,Bangladeshi Food Reviewer,2305,food vlog,https://youtu.be/dgZOtPHuyaQ?si=h5sPevwWExaMB6YY,,,
UCR9-c_ryeb4OM_I3c3zUFYw,DqZKWkxaFd0,Bangladeshi Food Reviewer,2105,food vlog,https://youtu.be/DqZKWkxaFd0?si=UaQuz3px70jDuHCe,,,
UCR9-c_ryeb4OM_I3c3zUFYw,qYtQWVGwCcQ,Bangladeshi Food Reviewer,2702,food vlog,https://youtu.be/qYtQWVGwCcQ?si=Rj6NgTTHcKScwyyI,,,
UCR9-c_ryeb4OM_I3c3zUFYw,QlBzMT4754Y,Bangladeshi Food Reviewer,2190,food vlog,https://youtu.be/QlBzMT4754Y?si=BMKir3yJBWJODe6v,,,
UCR9-c_ryeb4OM_I3c3zUFYw,dAwMzcFT0s8,Bangladeshi Food Reviewer,2049,food vlog,https://youtu.be/dAwMzcFT0s8?si=CvlvK_l78hZDE18N,,,
UCR9-c_ryeb4OM_I3c3zUFYw,X0Y1Ql09CXY,Bangladeshi Food Reviewer,2288,food vlog,https://youtu.be/X0Y1Ql09CXY?si=p44muylf47BR0pyE,,,
UCR9-c_ryeb4OM_I3c3zUFYw,bauZ8mRVeT4,Bangladeshi Food Reviewer,2562,food vlog,https://youtu.be/bauZ8mRVeT4?si=M3aWvHP6xvLeLPDj,,,
UCR9-c_ryeb4OM_I3c3zUFYw,be1Sz_G7KXU,Bangladeshi Food Reviewer,2137,food vlog,https://youtu.be/be1Sz_G7KXU?si=YZLrEg0b5dxFAWfR,,,
UCJJBtUqjm-QjJ7Cvtz0yqbQ,b10OiAIYze0,2 Cents Podcast,4460,podcast,https://www.youtube.com/watch?v=b10OiAIYze0,,,
UCR9-c_ryeb4OM_I3c3zUFYw,AzD83pTd38E,Bangladeshi Food Reviewer,2108,food vlog,https://youtu.be/AzD83pTd38E?si=rc57L4QCvmuoqmgm,,,
UCR9-c_ryeb4OM_I3c3zUFYw,JpZybVPjUAk,Bangladeshi Food Reviewer,2273,food vlog,https://youtu.be/JpZybVPjUAk?si=XzpPiEbra6zxS-3D,,,
UCR9-c_ryeb4OM_I3c3zUFYw,Z_ZVoDtqNqI,Bangladeshi Food Reviewer,2166,food vlog,https://youtu.be/Z_ZVoDtqNqI?si=_hfXA4X1cXODQSTz,,,
UCR9-c_ryeb4OM_I3c3zUFYw,1WIgCeqIUfw,Bangladeshi Food Reviewer,2863,food vlog,https://youtu.be/1WIgCeqIUfw?si=u9WzTrIPy7jcuXHX,,,
UCR9-c_ryeb4OM_I3c3zUFYw,YjDt6mpVm_E,Bangladeshi Food Reviewer,2308,food vlog,https://youtu.be/YjDt6mpVm_E?si=BR3g_6WXYU-_AxQc,,,
UCR9-c_ryeb4OM_I3c3zUFYw,eJGsPuMMiuM,Bangladeshi Food Reviewer,2452,food vlog,https://youtu.be/eJGsPuMMiuM?si=XEjDrWWg_7bQMCaH,,,
UCR9-c_ryeb4OM_I3c3zUFYw,Xy0XB8te5z8,Bangladeshi Food Reviewer,2369,food vlog,https://youtu.be/Xy0XB8te5z8?si=i27ddkpkqKQe8fJe,,,
UCR9-c_ryeb4OM_I3c3zUFYw,7yjbPSJ6pZI,Bangladeshi Food Reviewer,2243,food vlog,https://youtu.be/7yjbPSJ6pZI?si=Uzx0SEJ20ejFWEr6,,,
UCg2xdE9HQt7WD9F7RYhJ3cg,7w360-1nmkU,Shykh Seraj,3829,TV show,https://youtu.be/7w360-1nmkU?si=rKVV3R8t3qtiAWPl,,,
UCg2xdE9HQt7WD9F7RYhJ3cg,RkVQcW9sKnA,Shykh Seraj,3835,TV show,https://youtu.be/RkVQcW9sKnA?si=1eQ4qjEVtxiwffES,,,
UCql6nzU1vRapqcL1OVj7pbQ,p-a37nHzsRQ,Mr. Mixer's World,2562,tour vlog,https://www.youtube.com/watch?v=p-a37nHzsRQ,,,
UCg2xdE9HQt7WD9F7RYhJ3cg,MObloyjatF0,Shykh Seraj,4199,TV show,https://youtu.be/MObloyjatF0?si=OEX6Hllcu2iTggPH,,,
UCql6nzU1vRapqcL1OVj7pbQ,0j3stvTDvjo,Mr. Mixer's World,2820,tour vlog,https://www.youtube.com/watch?v=0j3stvTDvjo,,,
UCg2xdE9HQt7WD9F7RYhJ3cg,qfYhgsMs7K8,Shykh Seraj,5126,TV show,https://youtu.be/qfYhgsMs7K8?si=tpqaGP2k_4UAFN3R,,,
UCg2xdE9HQt7WD9F7RYhJ3cg,8jtsUxg5TOI,Shykh Seraj,4698,TV show,https://youtu.be/8jtsUxg5TOI?si=XxgwrfGz05qvCGgV,,,
UCql6nzU1vRapqcL1OVj7pbQ,BJY9oviF4uQ,Mr. Mixer's World,2697,tour vlog,https://www.youtube.com/watch?v=BJY9oviF4uQ,,,
UCt0jtAMAKTbSsuj7O3nmxGQ,eEUygSvsc2M,Araf Intisar Dipto,2348,tour vlog,https://www.youtube.com/watch?v=eEUygSvsc2M,,,
UCg2xdE9HQt7WD9F7RYhJ3cg,UDNxIW_mbBU,Shykh Seraj,4166,TV show,https://youtu.be/UDNxIW_mbBU?si=mUY3BLx2k9ZxmCLi,,,
UCg2xdE9HQt7WD9F7RYhJ3cg,KBlDv-QGKuU,Shykh Seraj,5288,TV show,https://youtu.be/KBlDv-QGKuU?si=SNXAjx5XNovFnHAG,,,
UC3skwe9dnds43wbmSAhbmaQ,3PoFuLu6gfU,UBKV NEP 2020 CELL,4011,poem,https://youtu.be/3PoFuLu6gfU?si=s2VDuDVHbxLFE0Q0,,,
UCt0jtAMAKTbSsuj7O3nmxGQ,oGL7L7hanmM,Araf Intisar Dipto,4543,tour vlog,https://www.youtube.com/watch?v=oGL7L7hanmM,,,
UCql6nzU1vRapqcL1OVj7pbQ,nVVHBPMHCm4,Mr. Mixer's World,2321,tour vlog,https://www.youtube.com/watch?v=nVVHBPMHCm4,,,
UC7vmqR9wv-upqITiV0S65DA,NR-O-p_Gi5Q,Dr Jahangir Kabir,2647,health tips,https://www.youtube.com/watch?v=NR-O-p_Gi5Q,,,
UC7vmqR9wv-upqITiV0S65DA,Oi2FgjrTCo0,Dr Jahangir Kabir,5630,health tips,https://www.youtube.com/watch?v=Oi2FgjrTCo0,,,
UC7vmqR9wv-upqITiV0S65DA,4ZPiCmw2RfA,Dr Jahangir Kabir,2115,health tips,https://www.youtube.com/watch?v=4ZPiCmw2RfA,,,
UC7vmqR9wv-upqITiV0S65DA,dPbQrjqClWE,Dr Jahangir Kabir,5417,health tips,https://www.youtube.com/watch?v=dPbQrjqClWE,,,
UC7vmqR9wv-upqITiV0S65DA,hXtSOZnkDmM,Dr Jahangir Kabir,6228,family medicine,https://www.youtube.com/watch?v=hXtSOZnkDmM,,,
UC7vmqR9wv-upqITiV0S65DA,JUm8XIfHbJo,Dr Jahangir Kabir,5434,family medicine,https://www.youtube.com/watch?v=JUm8XIfHbJo,,,
UC946f-5n5X3Ylg7R5PuaUxg,rqXd5WK9DT8,Binge,5672,web series,https://www.youtube.com/watch?v=rqXd5WK9DT8,,,
UCVlUfN0sAILHcqgtWSxEPRg,7CN1OzZnW_U,Deepto Natok,4893,web film,https://www.youtube.com/watch?v=7CN1OzZnW_U,,,
UC9nuJbEL-AMJLLqc2-ej8xQ,9A4B_2jWAsY,Bongo,4128,web series,https://www.youtube.com/watch?v=9A4B_2jWAsY,,,
UC946f-5n5X3Ylg7R5PuaUxg,ubnrVmdAolk,Binge,8055,web series,https://www.youtube.com/watch?v=ubnrVmdAolk,,,
UC9nuJbEL-AMJLLqc2-ej8xQ,PfMVKbecSQs,Bongo,5505,webseries,https://www.youtube.com/watch?v=PfMVKbecSQs,,,
UCiCnPY--pbn5S8JkJdV2PbQ,-tn95OUHZcE,Bengali Movies- Angel Digital,6321,movie,https://www.youtube.com/watch?v=-tn95OUHZcE,,,
UCbisyb7Gjn1utdlk2Mcwusw,cqPngZN8Ua4,BanglaSongs,5855,poem,https://www.youtube.com/watch?v=cqPngZN8Ua4,,,
UCbisyb7Gjn1utdlk2Mcwusw,cqPngZN8Ua4,BanglaSongs,5855,poetry,https://www.youtube.com/watch?v=cqPngZN8Ua4,,,
UCwO2IsXSjviAoYnaYS2dAhQ,NSxaoOAV8q4,NTV Shows,5421,ha show,https://www.youtube.com/watch?v=NSxaoOAV8q4,,,
UCwO2IsXSjviAoYnaYS2dAhQ,007T9XKT_sE,NTV Shows,5450,ha show,https://www.youtube.com/watch?v=007T9XKT_sE,,,
UCwO2IsXSjviAoYnaYS2dAhQ,CvdQbExv0q0,NTV Shows,4834,ha show,https://www.youtube.com/watch?v=CvdQbExv0q0,,,
UC2P5Fd5g41Gtdqf0Uzh8Qaw,tBN4DSQrGsM,Rtv News,3380,talkshow,https://www.youtube.com/watch?v=tBN4DSQrGsM,,,
UCUvXoiDEKI8VZJrr58g4VAw,Ygruwy1Kq9k,DBC NEWS,2259,talkshow,https://www.youtube.com/watch?v=Ygruwy1Kq9k,,,
UCUvXoiDEKI8VZJrr58g4VAw,8PJjfdg98xw,DBC NEWS,2235,talkshow,https://www.youtube.com/watch?v=8PJjfdg98xw,,,
UCUvXoiDEKI8VZJrr58g4VAw,Ta6kP_cnNSA,DBC NEWS,2718,CSRM,https://www.youtube.com/watch?v=Ta6kP_cnNSA,,,
UCUvXoiDEKI8VZJrr58g4VAw,i6UGrUahTcg,DBC NEWS,2223,talkshow,https://www.youtube.com/watch?v=i6UGrUahTcg,,,
UCN6sm8iHiPd0cnoUardDAnw,qooQ7U3jMiA,Jamuna TV,2107,news,https://www.youtube.com/watch?v=qooQ7U3jMiA,,,
UCN6sm8iHiPd0cnoUardDAnw,zG-zX5hAtuY,Jamuna TV,2028,news,https://www.youtube.com/watch?v=zG-zX5hAtuY,,,
UCNUFterLJ9vpFZZ0try7sLA,7APpZTWdSh8,SOMOY TV Bulletin,2969,news,https://www.youtube.com/watch?v=7APpZTWdSh8,,,
UCHLqIOMPk20w-6cFgkA90jw,ChjLDeN88sY,Channel 24,4205,news,https://www.youtube.com/watch?v=ChjLDeN88sY,,,
UCL89KKkLs0tZKld-iIS3NGw,S3Ccarn5lOE,10 Minute School,2590,orientation live,https://www.youtube.com/watch?v=S3Ccarn5lOE,,,
UCL89KKkLs0tZKld-iIS3NGw,S3Ccarn5lOE,10 Minute School,2590,news presenter awardshow,https://www.youtube.com/watch?v=S3Ccarn5lOE,,,
UCsmwtLD4Dhm_SjHacEUpFBQ,RkV46Gq7RuE,OnnoRokom Uddokta,4190,uddokta kotha,https://www.youtube.com/watch?v=RkV46Gq7RuE,,,
UCpILhUQUhlsAGolvyU-93eg,E32xFNEflls,Yahia Amin,4364,podcast,https://www.youtube.com/watch?v=E32xFNEflls,,,
UCz5MdGbNZ0Xz83qUTvW50OQ,eN9M31N5O-E,Nafees Salim,4598,podcast,https://www.youtube.com/watch?v=eN9M31N5O-E,,,
UCDDyYbVMfNvLJNYZvl1OhwQ,f0Z0HoPnKsc,Hamdard TV হামদর্দ টিভি,1201,speech,https://www.youtube.com/watch?v=f0Z0HoPnKsc,,,
UCLrXLvAS4OLQWW_WUgwvOqg,zgIbmBnprsA,10MS BCS & Govt. Jobs,3644,bank job prep,https://www.youtube.com/watch?v=zgIbmBnprsA,,,
UCLrXLvAS4OLQWW_WUgwvOqg,zgIbmBnprsA,10MS BCS & Govt. Jobs,3644,bank jobs,https://www.youtube.com/watch?v=zgIbmBnprsA,,,
UCLrXLvAS4OLQWW_WUgwvOqg,Pt1RPilBYdo,10MS BCS & Govt. Jobs,3075,bank jobs,https://www.youtube.com/watch?v=Pt1RPilBYdo,,,
UCLrXLvAS4OLQWW_WUgwvOqg,vX0zNSbFOyY,10MS BCS & Govt. Jobs,6703,bcs preli,https://www.youtube.com/watch?v=vX0zNSbFOyY,,,
UCLrXLvAS4OLQWW_WUgwvOqg,V7-opNq3vqw,10MS BCS & Govt. Jobs,6331,bcs preli,https://www.youtube.com/watch?v=V7-opNq3vqw,,,
UCLrXLvAS4OLQWW_WUgwvOqg,OZEDPLyt81c,10MS BCS & Govt. Jobs,7454,bcs preli,https://www.youtube.com/watch?v=OZEDPLyt81c,,,
UCLrXLvAS4OLQWW_WUgwvOqg,x9EcYwY_XEE,10MS BCS & Govt. Jobs,8709,bcs preli,https://www.youtube.com/watch?v=x9EcYwY_XEE,,,
UCLrXLvAS4OLQWW_WUgwvOqg,Fz1lBGLVtbM,10MS BCS & Govt. Jobs,5388,bcs preli,https://www.youtube.com/watch?v=Fz1lBGLVtbM,,,
UCNUFterLJ9vpFZZ0try7sLA,n_gWUsVmAUg,SOMOY TV Bulletin,2710,news,https://www.youtube.com/watch?v=n_gWUsVmAUg,,,
UCN6sm8iHiPd0cnoUardDAnw,rMiJiktYzLI,Jamuna TV,2637,talkshow,https://www.youtube.com/watch?v=rMiJiktYzLI,,,
UClzwimpLoZu9us9MwalLbtA,nX6Sw0bzV10,Bangladesh Television,2454,debate,https://www.youtube.com/watch?v=nX6Sw0bzV10&list=PLoijsUvO6bOURfPG8i68EycthiMiYMjSR&index=3,,,
UClzwimpLoZu9us9MwalLbtA,OzFvld0s-OI,Bangladesh Television,2616,debate,https://www.youtube.com/watch?v=OzFvld0s-OI&list=PLoijsUvO6bOURfPG8i68EycthiMiYMjSR&index=4,,,
UClzwimpLoZu9us9MwalLbtA,FahWLpQPQL8,Bangladesh Television,2748,debate,https://www.youtube.com/watch?v=FahWLpQPQL8&list=PLoijsUvO6bOURfPG8i68EycthiMiYMjSR&index=6,,,
